city,country,lat,lon,month,temperature,humidity,pressure,dew_point,absolute_humidity,water_output_liters_per_day
Bangalore,IN,12.9716,77.5946,9,22.87,86.22,909.69,20.44,17.5894,77.675
Buenos Aires,AR,-34.6037,-58.3816,7,10.64,72.84,1017.73,5.97,7.1236,32.8257
São Paulo,BR,-23.5505,-46.6333,6,14.6,73.11,930.53,9.83,9.1425,43.8842
New York,US,40.7128,-74.006,10,14.13,58.62,1015.7,6.14,7.1254,31.8326
Kathmandu,NP,27.7172,85.324,12,3.76,59.63,863.63,-3.36,3.7334,17.9202
Amman,JO,31.9454,35.9284,8,27.96,27.48,918.5,7.46,7.4591,33.3232
Istanbul,TR,41.0082,28.9784,4,13.06,76.06,1008.12,8.94,8.6567,44.431
Dubai,AE,25.2048,55.2708,1,18.17,73.32,1023.26,13.32,11.3739,56.7784
Miami,US,25.7617,-80.1918,9,29.52,84.83,1015.17,26.69,25.0902,110.7982
Houston,US,29.7604,-95.3698,3,19.22,67.17,1011.57,12.97,11.0835,57.4569
Tokyo,JP,35.6762,139.6503,2,8.94,45.84,1017.29,-2.11,4.0233,20.65
Rio de Janeiro,BR,-22.9068,-43.1729,3,23.99,75.11,1010.61,19.3,16.3298,84.6538
Berlin,DE,52.52,13.405,4,13.48,60.25,1014.69,5.92,7.0333,36.0988
Chennai,IN,13.0827,80.2707,6,36.7,56.0,1006.39,26.46,24.2281,116.2951
Miami,US,25.7617,-80.1918,5,27.65,78.67,1014.04,23.6,20.9974,104.8191
Buenos Aires,AR,-34.6037,-58.3816,1,26.78,66.42,1009.58,19.99,16.8994,84.362
Amman,JO,31.9454,35.9284,10,20.06,42.01,916.5,6.75,7.2865,32.552
Johannesburg,ZA,-26.2041,28.0473,4,18.19,51.86,825.54,8.13,8.0519,41.3268
Chennai,IN,13.0827,80.2707,9,29.22,70.93,1010.39,23.39,20.6329,91.115
Paris,FR,48.8566,2.3522,8,18.75,71.57,1012.27,13.5,11.4873,51.3191
Kathmandu,NP,27.7172,85.324,12,11.52,56.25,857.63,3.11,5.8161,27.9175
Amman,JO,31.9454,35.9284,2,8.71,71.8,921.6,3.91,6.2137,31.8922
Johannesburg,ZA,-26.2041,28.0473,9,10.22,44.86,828.48,-1.23,4.2739,18.8737
Miami,US,25.7617,-80.1918,2,24.2,76.92,1014.91,19.89,16.9273,86.8803
Hyderabad,IN,17.385,78.4867,12,15.58,74.29,953.79,11.02,9.8655,47.3546
Addis Ababa,ET,9.032,38.7492,8,11.29,89.83,772.87,9.68,9.1538,40.894
Dhaka,BD,23.7104,90.4074,2,24.74,69.01,1006.53,18.66,15.6582,80.3665
Mexico City,MX,19.4326,-99.1332,3,12.88,43.85,777.21,0.88,4.9346,25.5808
Miami,US,25.7617,-80.1918,12,17.32,76.12,1018.3,13.07,11.2214,53.8627
Rio de Janeiro,BR,-22.9068,-43.1729,12,23.4,86.07,1009.52,20.93,18.098,86.8703
Moscow,RU,55.7558,37.6173,3,1.78,86.51,1011.44,-0.22,4.7396,24.57
Riyadh,SA,24.6877,46.7219,3,22.71,33.87,939.21,5.97,6.8462,35.4904
Jaipur,IN,26.9124,75.7873,4,31.32,22.21,952.29,7.18,7.2412,37.1658
Jakarta,ID,-6.2088,106.8456,12,25.58,93.36,1010.82,24.42,22.2057,106.5873
Casablanca,MA,33.5731,-7.5898,12,14.96,76.3,1017.47,10.82,9.7562,46.8297
Moscow,RU,55.7558,37.6173,1,-6.92,94.72,1010.84,-7.63,2.8101,14.0278
Lagos,NG,6.5244,3.3792,1,30.07,79.8,1013.64,26.19,24.321,121.4103
Kathmandu,NP,27.7172,85.324,8,28.38,77.46,851.64,24.05,21.5283,96.1764
Delhi,IN,28.6139,77.209,8,34.82,87.06,1002.91,32.33,34.1516,152.5706
Jakarta,ID,-6.2088,106.8456,3,25.63,78.84,1012.03,21.68,18.8106,97.5141
Hong Kong,HK,22.3193,114.1694,7,32.19,80.37,1000.93,28.36,27.438,126.4344
Los Angeles,US,34.0522,-118.2437,3,18.5,63.54,1014.04,11.45,10.0517,52.1078
Melbourne,AU,-37.8136,144.9631,11,16.17,61.64,1014.54,8.8,8.4835,39.0919
Johannesburg,ZA,-26.2041,28.0473,5,12.37,42.17,826.71,-0.13,4.597,22.9482
Istanbul,TR,41.0082,28.9784,12,8.55,77.52,1016.69,4.85,6.6393,31.8686
Beijing,CN,39.9042,116.4074,3,5.02,45.13,1016.99,-5.89,3.0704,15.9168
Paris,FR,48.8566,2.3522,4,14.34,67.04,1010.74,8.3,8.2547,42.3678
Shanghai,CN,31.2304,121.4737,12,8.52,74.79,1019.18,4.3,6.3914,30.6789
Delhi,IN,28.6139,77.209,12,16.57,66.39,1017.4,10.28,9.3593,44.9244
Istanbul,TR,41.0082,28.9784,8,28.48,68.3,1010.45,22.06,19.0814,85.2451
Beijing,CN,39.9042,116.4074,9,18.86,62.35,1011.97,11.5,10.0723,44.4793
Jaipur,IN,26.9124,75.7873,11,16.46,53.71,962.95,7.04,7.5222,34.6624
Kathmandu,NP,27.7172,85.324,9,22.4,77.45,853.48,18.26,15.3815,67.9249
Buenos Aires,AR,-34.6037,-58.3816,11,17.47,57.51,1011.35,8.99,8.5573,39.4322
Dubai,AE,25.2048,55.2708,6,37.94,56.26,1003.61,27.69,25.9315,124.4713
Houston,US,29.7604,-95.3698,2,16.4,69.79,1012.96,10.87,9.7369,49.9749
New York,US,40.7128,-74.006,9,21.93,62.42,1017.58,14.41,12.0648,53.2782
Amman,JO,31.9454,35.9284,3,11.2,61.21,923.69,4.01,6.2027,32.155
Amman,JO,31.9454,35.9284,5,21.4,32.32,919.52,4.15,6.0573,30.238
Shanghai,CN,31.2304,121.4737,2,8.82,75.92,1013.75,4.81,6.6145,33.9493
Moscow,RU,55.7558,37.6173,1,-9.91,98.79,1011.85,-10.07,2.3484,11.7234
Amman,JO,31.9454,35.9284,2,13.42,58.0,919.82,5.33,6.7498,34.6438
Mexico City,MX,19.4326,-99.1332,1,11.56,61.47,775.13,4.41,6.371,31.8042
Istanbul,TR,41.0082,28.9784,3,9.38,77.07,1017.0,5.57,6.9614,36.0881
Leh,IN,34.1526,77.577,5,15.66,37.73,652.97,1.28,5.0337,25.1281
Leh,IN,34.1526,77.577,12,-9.42,54.84,656.99,-16.8,1.3531,6.4949
Moscow,RU,55.7558,37.6173,5,14.96,64.46,1008.69,8.32,8.2443,41.1555
São Paulo,BR,-23.5505,-46.6333,5,19.14,77.12,924.92,15.03,12.6704,63.2508
Chicago,US,41.8781,-87.6298,4,12.7,59.8,1014.11,5.09,6.6555,34.1597
Colombo,LK,6.9271,79.8612,12,30.8,79.2,1007.56,26.76,25.1001,120.4804
Riyadh,SA,24.6877,46.7219,4,27.31,21.58,934.29,3.44,5.6533,29.016
Bangkok,TH,13.7563,100.5018,2,27.11,68.66,1012.46,20.84,17.7921,91.3187
Istanbul,TR,41.0082,28.9784,6,24.15,67.08,1010.51,17.65,14.7216,70.6639
Casablanca,MA,33.5731,-7.5898,11,16.95,72.91,1015.69,12.05,10.5139,48.448
Delhi,IN,28.6139,77.209,2,18.03,80.26,1014.68,14.57,12.344,63.3565
Dubai,AE,25.2048,55.2708,2,29.14,65.48,1015.57,21.99,18.9692,97.3603
London,GB,51.5074,-0.1278,10,15.6,77.53,1010.87,11.69,10.3086,46.0532
Kuala Lumpur,MY,3.139,101.6869,8,24.03,72.82,1010.49,18.84,15.8725,70.9094
Mexico City,MX,19.4326,-99.1332,7,13.61,81.52,774.98,10.51,9.5961,44.2187
Chennai,IN,13.0827,80.2707,2,25.49,77.66,1014.8,21.29,18.382,94.3465
London,GB,51.5074,-0.1278,5,11.77,67.97,1009.42,6.05,7.1394,35.6399
Shanghai,CN,31.2304,121.4737,10,18.79,78.07,1013.37,14.89,12.5649,56.1331
Sydney,AU,-33.8688,151.2093,3,18.5,55.81,1010.98,9.5,8.8273,45.7605
Colombo,LK,6.9271,79.8612,10,24.9,74.45,1008.31,20.04,17.0499,76.1696
Riyadh,SA,24.6877,46.7219,5,37.07,11.09,927.71,1.82,4.8909,24.4156
Addis Ababa,ET,9.032,38.7492,6,17.11,82.29,772.09,14.07,11.9828,57.5172
Jaipur,IN,26.9124,75.7873,7,30.23,61.22,943.59,21.92,18.8187,86.7165
Buenos Aires,AR,-34.6037,-58.3816,3,23.37,58.82,1018.96,14.85,12.3505,64.0248
Kolkata,IN,22.5726,88.3639,9,29.5,87.6,1009.98,27.22,25.8842,114.3048
Buenos Aires,AR,-34.6037,-58.3816,7,8.12,75.47,1014.19,4.04,6.2854,28.9629
Delhi,IN,28.6139,77.209,4,26.98,37.97,1006.64,11.43,9.7665,50.1273
Delhi,IN,28.6139,77.209,12,15.53,77.09,1014.32,11.53,10.206,48.9886
Kuala Lumpur,MY,3.139,101.6869,3,26.96,82.42,1010.28,23.7,21.1716,109.7535
Anchorage,US,61.2181,-149.9003,3,-4.29,68.24,1005.47,-9.26,2.4484,12.6925
Chicago,US,41.8781,-87.6298,11,2.46,71.19,1017.66,-2.22,4.0824,18.8115
New York,US,40.7128,-74.006,12,-0.54,66.33,1018.61,-6.03,3.0994,14.8773
Moscow,RU,55.7558,37.6173,11,3.34,87.2,1015.26,1.42,5.3061,24.4504
Jaipur,IN,26.9124,75.7873,11,11.51,46.47,966.86,0.43,4.8019,22.1269
Moscow,RU,55.7558,37.6173,8,21.33,62.75,1009.53,13.93,11.7179,52.349
Chicago,US,41.8781,-87.6298,12,-9.15,72.18,1017.58,-13.23,1.8163,8.7182
Bangalore,IN,12.9716,77.5946,5,30.55,65.94,906.07,23.45,20.6239,102.9544
Casablanca,MA,33.5731,-7.5898,10,16.81,65.36,1009.87,10.27,9.3459,41.7525
London,GB,51.5074,-0.1278,6,17.54,64.16,1012.72,10.69,9.5846,46.006
Houston,US,29.7604,-95.3698,6,31.0,70.55,1013.3,25.01,22.6083,108.5199
Casablanca,MA,33.5731,-7.5898,6,28.04,63.4,1011.89,20.42,17.2895,82.9896
Chennai,IN,13.0827,80.2707,6,34.27,68.38,1002.96,27.59,26.0617,125.0963
Mumbai,IN,19.076,72.8777,10,28.61,76.39,1010.75,24.03,21.4923,96.0159
Addis Ababa,ET,9.032,38.7492,3,16.4,61.24,772.21,8.92,8.5449,44.2966
Kuala Lumpur,MY,3.139,101.6869,2,26.49,78.29,1011.01,22.39,19.5941,100.5677
Amman,JO,31.9454,35.9284,8,33.13,23.87,916.81,9.74,8.5663,38.2694
Riyadh,SA,24.6877,46.7219,10,34.26,13.6,937.37,2.51,5.1819,23.1499
Delhi,IN,28.6139,77.209,1,14.26,78.79,1018.9,10.63,9.6533,48.1892
Jaipur,IN,26.9124,75.7873,5,34.4,18.32,948.19,6.89,7.0319,35.1034
Dhaka,BD,23.7104,90.4074,11,27.14,84.59,1015.16,24.32,21.9565,101.1757
Lahore,PK,31.5497,74.3436,10,30.73,49.38,983.07,18.89,15.5935,69.6629
Kuala Lumpur,MY,3.139,101.6869,7,25.54,82.84,1012.27,22.4,19.6644,90.6136
Shanghai,CN,31.2304,121.4737,9,30.28,72.53,1013.08,24.78,22.3542,98.716
Leh,IN,34.1526,77.577,7,23.03,46.98,651.23,11.09,9.6701,44.5597
Bangkok,TH,13.7563,100.5018,9,27.33,76.0,1004.5,22.71,19.9276,88.0003
Miami,US,25.7617,-80.1918,8,29.45,73.39,1012.02,24.18,21.627,96.6173
Colombo,LK,6.9271,79.8612,9,29.6,80.07,1005.3,25.78,23.7788,105.0074
Amman,JO,31.9454,35.9284,4,15.94,52.43,919.33,6.21,7.1137,36.5116
Colombo,LK,6.9271,79.8612,11,29.37,77.43,1009.68,25.0,22.7104,104.6497
Rome,IT,41.9028,12.4964,7,27.1,45.36,1014.76,14.25,11.7434,54.1138
Bangkok,TH,13.7563,100.5018,4,28.64,62.29,1008.67,20.7,17.5547,90.1004
Addis Ababa,ET,9.032,38.7492,2,14.79,57.14,773.54,6.39,7.2329,37.1232
Cairo,EG,30.0444,31.2357,5,31.47,37.62,1013.9,15.26,12.3642,61.7222
Amman,JO,31.9454,35.9284,10,21.14,49.55,921.32,10.17,9.1511,40.8822
Colombo,LK,6.9271,79.8612,11,26.8,76.15,1006.1,22.24,19.3905,89.3516
Sydney,AU,-33.8688,151.2093,10,19.56,62.63,1016.45,12.23,10.5462,47.1145
São Paulo,BR,-23.5505,-46.6333,1,24.5,67.5,919.92,18.08,15.1065,75.4118
Paris,FR,48.8566,2.3522,12,6.77,88.81,1017.9,5.06,6.7791,32.5395
London,GB,51.5074,-0.1278,10,8.87,88.81,1015.35,7.12,7.7617,34.6751
Jakarta,ID,-6.2088,106.8456,7,25.78,79.39,1013.66,21.94,19.1004,88.0145
Moscow,RU,55.7558,37.6173,6,18.65,67.81,1011.73,12.58,10.8188,51.9301
Cairo,EG,30.0444,31.2357,7,31.5,35.28,1013.53,14.28,11.6109,53.5028
Istanbul,TR,41.0082,28.9784,11,10.51,76.51,1013.88,6.55,7.4218,34.1998
Rio de Janeiro,BR,-22.9068,-43.1729,3,30.71,89.04,1010.51,28.69,28.0921,145.6296
Miami,US,25.7617,-80.1918,2,20.71,71.25,1016.23,15.31,12.8333,65.8676
Chicago,US,41.8781,-87.6298,2,-0.77,74.91,1015.71,-4.66,3.4445,17.6791
Delhi,IN,28.6139,77.209,11,19.75,67.36,1012.04,13.53,11.471,52.8585
Cairo,EG,30.0444,31.2357,12,14.02,73.73,1015.22,9.4,8.9,42.7199
Rome,IT,41.9028,12.4964,10,18.53,69.74,1011.71,12.89,11.0483,49.3578
Miami,US,25.7617,-80.1918,5,23.49,79.59,1011.31,19.75,16.8236,83.9833
Delhi,IN,28.6139,77.209,5,34.91,22.98,1004.35,10.66,9.059,45.2225
Dubai,AE,25.2048,55.2708,5,30.78,58.73,1010.91,21.74,18.5892,92.797
Paris,FR,48.8566,2.3522,5,10.05,62.48,1011.48,3.21,5.8889,29.3974
Jakarta,ID,-6.2088,106.8456,8,25.02,71.38,1013.54,19.47,16.4502,73.4902
Kolkata,IN,22.5726,88.3639,3,26.62,60.08,1009.74,18.23,15.1504,78.5395
Kolkata,IN,22.5726,88.3639,2,23.33,73.41,1012.81,18.3,15.3799,78.9381
Addis Ababa,ET,9.032,38.7492,5,15.47,72.22,769.17,10.49,9.5266,47.5568
New York,US,40.7128,-74.006,4,16.67,60.8,1015.83,9.06,8.6207,44.2461
Hyderabad,IN,17.385,78.4867,5,35.84,33.38,937.1,17.2,13.812,68.9493
Lagos,NG,6.5244,3.3792,11,28.1,86.15,1009.43,25.56,23.5715,108.6176
Karachi,PK,24.8607,67.0011,7,32.21,71.17,1002.89,26.31,24.3281,112.104
Bangalore,IN,12.9716,77.5946,5,24.36,68.44,908.97,18.17,15.2003,75.88
Cairo,EG,30.0444,31.2357,6,30.67,37.32,1009.28,14.43,11.748,56.3906
Miami,US,25.7617,-80.1918,9,28.08,74.2,1014.64,23.04,20.2804,89.5581
Istanbul,TR,41.0082,28.9784,9,22.03,67.97,1018.46,15.84,13.2129,58.3482
Leh,IN,34.1526,77.577,12,-7.58,56.78,652.36,-14.66,1.6048,7.7029
Mexico City,MX,19.4326,-99.1332,6,14.36,61.33,774.31,7.01,7.5581,36.2788
Karachi,PK,24.8607,67.0011,2,22.62,73.11,1017.1,17.55,14.7019,75.4582
Dubai,AE,25.2048,55.2708,11,25.44,65.71,1014.7,18.54,15.506,71.4516
Istanbul,TR,41.0082,28.9784,5,18.54,68.85,1011.35,12.7,10.9145,54.4851
Sydney,AU,-33.8688,151.2093,5,17.67,79.39,1013.92,14.06,11.953,59.6693
Berlin,DE,52.52,13.405,12,-0.84,87.78,1011.06,-2.61,4.0159,19.2765
Johannesburg,ZA,-26.2041,28.0473,9,10.38,34.9,829.49,-4.46,3.358,14.8291
Lahore,PK,31.5497,74.3436,8,32.06,82.0,972.03,28.59,27.8158,124.2655
Melbourne,AU,-37.8136,144.9631,4,15.47,62.07,1012.99,8.24,8.1879,42.0251
Kuala Lumpur,MY,3.139,101.6869,2,29.67,85.47,1010.01,26.96,25.4842,130.7992
Delhi,IN,28.6139,77.209,10,25.8,52.85,1005.25,15.44,12.7263,56.8541
Shanghai,CN,31.2304,121.4737,7,29.98,84.33,1010.77,27.04,25.5698,117.8257
Berlin,DE,52.52,13.405,8,21.98,66.29,1005.41,15.4,12.8533,57.4216
Casablanca,MA,33.5731,-7.5898,7,29.07,54.15,1012.89,18.85,15.6284,72.0155
Paris,FR,48.8566,2.3522,7,18.74,64.28,1008.12,11.85,10.3106,47.511
Anchorage,US,61.2181,-149.9003,9,11.21,75.03,1008.91,6.95,7.6087,33.6002
Colombo,LK,6.9271,79.8612,11,25.34,85.1,1008.04,22.65,19.971,92.0265
Shanghai,CN,31.2304,121.4737,12,7.53,67.89,1016.87,1.98,5.4437,26.1298
Addis Ababa,ET,9.032,38.7492,10,15.12,60.66,770.55,7.57,7.8342,34.9987
Kolkata,IN,22.5726,88.3639,9,31.83,82.1,1004.35,28.38,27.4981,121.4316
Buenos Aires,AR,-34.6037,-58.3816,3,20.95,74.72,1005.71,16.29,13.6455,70.7384
Dhaka,BD,23.7104,90.4074,12,17.58,91.6,1012.31,16.19,13.7171,65.8419
Miami,US,25.7617,-80.1918,11,22.97,74.9,1020.53,18.27,15.3687,70.8191
Los Angeles,US,34.0522,-118.2437,2,16.04,65.28,1016.72,9.53,8.914,45.7514
Addis Ababa,ET,9.032,38.7492,2,16.37,53.66,771.78,6.95,7.4739,38.3602
Cairo,EG,30.0444,31.2357,5,33.47,33.95,1008.27,15.41,12.4093,61.9474
Anchorage,US,61.2181,-149.9003,5,8.8,64.65,1012.42,2.51,5.6251,28.0803
Singapore,SG,1.3521,103.8198,10,21.22,90.5,1006.05,19.6,16.7868,74.9943
Colombo,LK,6.9271,79.8612,9,23.3,78.8,1007.99,19.41,16.4794,72.7731
London,GB,51.5074,-0.1278,4,12.15,70.52,1012.6,6.95,7.5823,38.9164
Hong Kong,HK,22.3193,114.1694,12,19.13,67.35,1015.32,12.94,11.0594,53.0852
Amman,JO,31.9454,35.9284,4,20.62,39.51,922.14,6.36,7.0784,36.3302
Berlin,DE,52.52,13.405,2,1.72,80.86,1014.51,-1.21,4.4102,22.6358
Lahore,PK,31.5497,74.3436,8,33.77,75.81,967.9,28.89,28.1481,125.75
Riyadh,SA,24.6877,46.7219,11,26.05,33.86,936.14,8.89,8.2692,38.1044
Rio de Janeiro,BR,-22.9068,-43.1729,9,20.84,76.81,1012.7,16.61,13.9385,61.5525
Lahore,PK,31.5497,74.3436,10,25.28,61.36,978.05,17.3,14.3535,64.1237
Rome,IT,41.9028,12.4964,9,20.91,52.26,1010.07,10.75,9.5203,42.0416
São Paulo,BR,-23.5505,-46.6333,1,19.8,75.08,926.61,15.25,12.819,63.9927
Bangalore,IN,12.9716,77.5946,10,23.34,89.49,909.89,21.51,18.7525,83.7758
Buenos Aires,AR,-34.6037,-58.3816,2,26.15,60.56,1012.48,17.91,14.8743,76.3434
Delhi,IN,28.6139,77.209,9,31.97,77.06,1004.19,27.43,26.0073,114.8483
Beijing,CN,39.9042,116.4074,12,0.65,52.77,1014.18,-7.88,2.6763,12.8464
Paris,FR,48.8566,2.3522,3,6.36,76.44,1012.19,2.52,5.6809,29.45
Anchorage,US,61.2181,-149.9003,4,2.64,68.96,1008.39,-2.48,4.0033,20.5471
Kathmandu,NP,27.7172,85.324,8,29.92,80.41,852.99,26.17,24.2966,108.5437
Hong Kong,HK,22.3193,114.1694,8,31.79,89.66,1007.97,29.87,29.9707,133.8927
New York,US,40.7128,-74.006,4,10.56,60.84,1009.84,3.31,5.9191,30.3801
Mexico City,MX,19.4326,-99.1332,2,11.13,46.44,780.06,0.07,4.6842,24.0421
Kolkata,IN,22.5726,88.3639,6,34.19,91.34,1002.53,32.57,34.6736,166.4335
Mumbai,IN,19.076,72.8777,8,24.41,93.84,1007.89,23.35,20.9043,93.3886
Sydney,AU,-33.8688,151.2093,7,4.55,63.58,1017.22,-1.76,4.1939,19.3254
Rome,IT,41.9028,12.4964,1,6.13,89.19,1015.29,4.48,6.5271,32.5831
Melbourne,AU,-37.8136,144.9631,7,7.73,85.57,1016.76,5.46,6.9508,32.0292
Sydney,AU,-33.8688,151.2093,11,19.9,58.92,1015.58,11.62,10.1209,46.6369
Singapore,SG,1.3521,103.8198,4,33.95,73.74,1006.44,28.58,27.6383,141.8551
Kathmandu,NP,27.7172,85.324,5,21.61,59.49,854.46,13.37,11.2859,56.339
Kuala Lumpur,MY,3.139,101.6869,7,23.65,78.04,1009.29,19.59,16.6461,76.705
Moscow,RU,55.7558,37.6173,4,6.77,73.23,1011.6,2.32,5.5897,28.6895
Paris,FR,48.8566,2.3522,10,18.33,71.92,1015.66,13.17,11.2623,50.3138
Lahore,PK,31.5497,74.3436,4,33.32,44.61,976.03,19.61,16.1814,83.0518
Hyderabad,IN,17.385,78.4867,4,24.68,32.81,945.32,7.23,7.4203,38.0853
Amman,JO,31.9454,35.9284,3,12.69,53.7,918.13,3.54,5.97,30.9486
Buenos Aires,AR,-34.6037,-58.3816,11,19.15,68.74,1008.31,13.26,11.2953,52.0486
Hong Kong,HK,22.3193,114.1694,6,31.43,86.0,1008.21,28.8,28.2024,135.3713
Melbourne,AU,-37.8136,144.9631,5,13.13,73.54,1016.87,8.5,8.4019,41.9423
Amman,JO,31.9454,35.9284,7,22.48,28.28,913.84,3.2,5.6437,26.0062
Tokyo,JP,35.6762,139.6503,5,17.85,62.16,1013.1,10.5,9.4584,47.2165
London,GB,51.5074,-0.1278,12,5.27,84.83,1015.59,2.93,5.8699,28.1756
Jakarta,ID,-6.2088,106.8456,6,29.28,82.1,1013.29,25.9,23.9625,115.0202
Chennai,IN,13.0827,80.2707,3,31.11,67.84,1012.46,24.45,21.8633,113.3394
Dhaka,BD,23.7104,90.4074,5,31.31,76.68,1000.75,26.71,24.9783,124.6914
Casablanca,MA,33.5731,-7.5898,5,23.88,76.53,1009.14,19.5,16.5391,82.5632
Miami,US,25.7617,-80.1918,4,28.13,66.17,1016.3,21.21,18.1379,93.0936
Melbourne,AU,-37.8136,144.9631,9,12.96,69.31,1011.04,7.47,7.8366,34.6066
Karachi,PK,24.8607,67.0011,1,25.22,71.45,1014.96,19.68,16.6609,83.1714
Chicago,US,41.8781,-87.6298,10,12.75,72.34,1011.72,7.9,8.073,36.0659
São Paulo,BR,-23.5505,-46.6333,7,10.39,66.5,934.1,4.42,6.4016,29.4984
London,GB,51.5074,-0.1278,11,7.36,83.19,1016.09,4.69,6.5965,30.3965
Beijing,CN,39.9042,116.4074,4,10.51,47.8,1011.2,-0.1,4.636,23.7947
Lahore,PK,31.5497,74.3436,6,38.97,45.05,972.2,24.86,21.8859,105.0522
Rio de Janeiro,BR,-22.9068,-43.1729,10,23.12,86.58,1015.2,20.76,17.9211,80.0616
Jakarta,ID,-6.2088,106.8456,10,29.12,79.84,1005.2,25.27,23.104,103.2157
Berlin,DE,52.52,13.405,9,14.36,79.91,1010.82,10.93,9.8485,43.4908
Berlin,DE,52.52,13.405,8,23.28,59.44,1010.03,14.92,12.4141,55.4592
Jakarta,ID,-6.2088,106.8456,8,24.55,74.53,1011.41,19.72,16.7355,74.7648
Sydney,AU,-33.8688,151.2093,10,16.71,74.54,1017.84,12.16,10.596,47.3373
Bangkok,TH,13.7563,100.5018,10,28.01,90.65,1008.62,26.33,24.6796,110.2548
Paris,FR,48.8566,2.3522,5,16.27,69.0,1008.78,10.57,9.5522,47.6845
Jakarta,ID,-6.2088,106.8456,11,26.56,88.43,1011.82,24.48,22.2201,102.3902
Karachi,PK,24.8607,67.0011,12,23.84,64.72,1014.36,16.79,13.9579,66.9982
São Paulo,BR,-23.5505,-46.6333,11,27.71,77.26,925.75,23.35,20.686,95.3213
Singapore,SG,1.3521,103.8198,10,27.67,78.26,1012.69,23.53,20.9113,93.42
Delhi,IN,28.6139,77.209,3,24.35,59.29,1010.89,15.89,13.161,68.2266
New York,US,40.7128,-74.006,1,3.52,62.96,1012.42,-2.87,3.8774,19.356
Cairo,EG,30.0444,31.2357,10,27.88,46.25,1011.93,15.27,12.507,55.8742
Beijing,CN,39.9042,116.4074,5,22.38,49.94,1008.65,11.42,9.907,49.4556
Beijing,CN,39.9042,116.4074,9,16.53,57.98,1011.7,8.23,8.1515,35.9969
Hyderabad,IN,17.385,78.4867,2,24.46,59.8,953.79,16.12,13.3551,68.546
Riyadh,SA,24.6877,46.7219,12,20.03,32.08,938.83,2.86,5.5521,26.6499
Leh,IN,34.1526,77.577,5,14.8,27.97,644.78,-3.55,3.5417,17.68
Berlin,DE,52.52,13.405,11,3.56,83.82,1013.34,1.08,5.175,23.8462
Riyadh,SA,24.6877,46.7219,12,19.21,46.43,945.76,7.44,7.6571,36.7541
Chennai,IN,13.0827,80.2707,8,30.86,70.86,1008.79,24.94,22.5262,100.6347
Dubai,AE,25.2048,55.2708,9,31.13,55.5,1004.02,21.15,17.9075,79.0794
Rome,IT,41.9028,12.4964,3,11.09,75.42,1014.01,6.91,7.5892,39.3425
Kolkata,IN,22.5726,88.3639,10,29.86,75.89,1010.37,25.14,22.8647,102.1467
Dhaka,BD,23.7104,90.4074,6,26.5,89.09,998.45,24.55,22.3153,107.1133
São Paulo,BR,-23.5505,-46.6333,8,16.96,80.29,930.79,13.54,11.5845,51.7533
Riyadh,SA,24.6877,46.7219,8,38.98,5.0,918.29,-7.5,2.4308,10.8595
Berlin,DE,52.52,13.405,6,18.41,70.39,1012.53,12.92,11.0734,53.1523
Delhi,IN,28.6139,77.209,4,26.78,40.37,1006.07,12.18,10.2684,52.7033
Miami,US,25.7617,-80.1918,6,26.77,88.07,1015.37,24.62,22.3857,107.4512
Rio de Janeiro,BR,-22.9068,-43.1729,3,28.16,69.28,1009.03,21.99,19.0233,98.6169
Kolkata,IN,22.5726,88.3639,5,30.11,59.81,999.42,21.42,18.2615,91.1616
Jaipur,IN,26.9124,75.7873,7,32.74,70.49,949.24,26.65,24.7912,114.238
London,GB,51.5074,-0.1278,12,4.8,93.75,1010.66,3.87,6.2852,30.169
Johannesburg,ZA,-26.2041,28.0473,12,13.73,58.67,824.81,5.78,6.9585,33.4006
Istanbul,TR,41.0082,28.9784,9,16.14,64.58,1013.13,9.46,8.8715,39.1766
Karachi,PK,24.8607,67.0011,10,23.8,60.02,1008.64,15.56,12.9102,57.6756
Dubai,AE,25.2048,55.2708,9,33.1,60.39,1002.35,24.38,21.6427,95.5742
Dubai,AE,25.2048,55.2708,9,33.46,56.99,1003.35,23.75,20.818,91.9321
Jakarta,ID,-6.2088,106.8456,2,27.83,89.52,1006.49,25.94,24.1311,123.8541
Mexico City,MX,19.4326,-99.1332,5,20.1,60.56,770.26,12.23,10.5252,52.5417
Delhi,IN,28.6139,77.209,10,26.06,57.23,1010.96,16.93,13.9838,62.4721
Cairo,EG,30.0444,31.2357,2,14.83,71.32,1016.78,9.69,9.0501,46.4502
Shanghai,CN,31.2304,121.4737,11,13.0,70.77,1018.08,7.82,8.0249,36.9789
New York,US,40.7128,-74.006,7,31.58,64.22,1016.74,23.97,21.2216,97.7889
Lagos,NG,6.5244,3.3792,11,26.69,79.37,1009.67,22.81,20.0865,92.5584
Jakarta,ID,-6.2088,106.8456,2,31.8,90.56,1005.6,30.05,30.283,155.4293
Lagos,NG,6.5244,3.3792,1,26.81,80.14,1008.26,23.09,20.4173,101.9234
Los Angeles,US,34.0522,-118.2437,5,19.29,70.48,1012.75,13.79,11.6828,58.3204
Chennai,IN,13.0827,80.2707,12,22.72,88.96,1015.72,20.8,17.9961,86.3814
Rome,IT,41.9028,12.4964,5,14.85,62.5,1010.57,7.75,7.9369,39.6212
London,GB,51.5074,-0.1278,4,8.2,77.8,1012.07,4.56,6.5136,33.4315
